Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
Ciceroniana,http://www.ojs.unito.it/index.php/COL/oai?verb=Identify,https://doaj.org/toc/78fb09df0d7349f0a43b6256d79656f2,0009-6687,2532-5299,Italy,No,No,,,96687,25325299,
Cirugía del Uruguay,https://revista.scu.org.uy/index.php/cir_urug/about/oai?verb=Identify,https://doaj.org/toc/d393e98225dd44eb8571199f6f8ddbe4,0009-7381,1688-1281,Uruguay,No,No,,,97381,16881281,
Emerita,http://emerita.revistas.csic.es/index.php/emerita/oai?verb=Identify,https://doaj.org/toc/bc02fc59d54548169dbbde257ec21157,0013-6662,1988-8384,Spain,No,No,,,136662,19888384,
Επιθεώρηση Κοινωνικών Ερευνών,https://ejournals.epublishing.ekt.gr/index.php/ekke/oai?verb=Identify,https://doaj.org/toc/027f88ac12bc4f40bb11041759e24ad6,0013-9696,2241-8512,Greece,No,No,,,139696,22418512,
Estudios Geográficos,http://estudiosgeograficos.revistas.csic.es/index.php/estudiosgeograficos/oai?verb=Identify,https://doaj.org/toc/d1c4ef665b5241c9be8964ad2759c4f6,0014-1496,1988-8546,Spain,No,No,,,141496,19888546,
Fennia: International Journal of Geography,http://ojs.tsv.fi/index.php/fennia/oai?verb=Identify,https://doaj.org/toc/cd307e404328449e8d985edb55908914,0015-0010,1798-5617,Finland,No,No,,,150010,17985617,
Filosofia,http://www.ojs.unito.it/index.php/filosofia/oai?verb=Identify,https://doaj.org/toc/88b822676a824738b31dec091a94cff5,0015-1823,2704-8195,Italy,No,No,,,151823,27048195,
Revista de Fomento Social,https://www.revistadefomentosocial.es/rfs/oai?verb=Identify,https://doaj.org/toc/c3c2671822054629acb3bcd01b49b8cb,0015-6043,2695-6462,Spain,No,No,,,156043,26956462,
Greek Roman and Byzantine Studies,https://grbs.library.duke.edu/index.php/grbs/oai?verb=Identify,https://doaj.org/toc/2cd93920696c4fc7ab12555e06843ca9,0017-3916,2159-3159,United States,No,No,,,173916,21593159,
Hispania,http://hispania.revistas.csic.es/index.php/hispania/oai?verb=Identify,https://doaj.org/toc/e1c1bc69301e4ff68a63192d21acf135,0018-2141,1988-8368,Spain,No,No,,,182141,19888368,
Historický Časopis,https://www.historickycasopis.sk/indexenglish.php?id=aboutthejournal/oai?verb=Identify,https://doaj.org/toc/47172f60d2454b99ba28631a4e9b75db,0018-2575,2585-9099,Slovakia,No,No,,,182575,25859099,
The Indian Journal of Agricultural Sciences,https://epubs.icar.org.in/index.php/IJAgS//oai?verb=Identify,https://doaj.org/toc/687476b9d527486f873681fcffa6bea9,0019-5022,2394-3319,India,No,No,,,195022,23943319,
Indian Journal of Experimental Biology,http://op.niscpr.res.in/index.php/IJEB/oai?verb=Identify,https://doaj.org/toc/7f25f32f7de24e85a43707cc0150b378,0019-5189,0975-1009,India,No,No,,,195189,9751009,
Journal of Scientific and Industrial Research,http://op.niscpr.res.in/index.php/jsir/oai?verb=Identify,https://doaj.org/toc/a2660dd8ec484d61b89d0c459a0e33d5,0022-4456,0975-1084,India,No,No,,,224456,9751084,
Kwartalnik Historii Kultury Materialnej,https://journals.iaepan.pl/khkm/oai?verb=Identify,https://doaj.org/toc/42fa3815636c408d8b96b9b35e82b73a,0023-5881,2719-6496,Poland,No,No,,,235881,27196496,
Revista Lecciones y Ensayos,http://www.derecho.uba.ar/publicaciones/lye/index.php/oai?verb=Identify,https://doaj.org/toc/1fe054ef9b08457bad024c752923d3a4,0024-0079,2362-4620,Argentina,No,No,,,240079,23624620,
Maal og Minne,http://ojs.novus.no/index.php/MOM/oai?verb=Identify,https://doaj.org/toc/7ceeec09e2f745ba8cd32b65bc56922f,0024-855X,1890-5455,Norway,No,No,,,0024855X,18905455,
Bulletin of the Mineral Research and Exploration,http://dergi.mta.gov.tr/index.php/oai?verb=Identify,https://doaj.org/toc/c7715e89f468415a9904ab3bb9d651cd,0026-4563,,Türkiye,No,No,,,264563,,
Names,https://ans-names.pitt.edu/ans/oai?verb=Identify,https://doaj.org/toc/3f7c8c4c66624a7ab6c23948ec533562,0027-7738,1756-2279,United States,No,Yes,,,277738,17562279,
North Carolina Libraries,http://www.ncl.ecu.edu/index.php/NCL/oai?verb=Identify,https://doaj.org/toc/f24d1935251c4802993ef202f1124ede,0029-2540,,United States,No,No,,,292540,,
Onderstepoort Journal of Veterinary Research,https://ojvr.org/index.php/ojvr/oai?verb=Identify,https://doaj.org/toc/e70ef929c17a45478f781207e9ccce66,0030-2465,2219-0635,South Africa,Yes,Yes,,,302465,22190635,
Pakistan Journal of Medical Research,https://pjmr.org.pk/index.php/pjmr/oai?verb=Identify,https://doaj.org/toc/e727ba87e7604f79ba9c085c90698c8b,0030-9842,,Pakistan,No,No,,,309842,,
Pamiętnik Teatralny,https://www.czasopisma.ispan.pl/index.php/pt//oai?verb=Identify,https://doaj.org/toc/da9406c714004db6827d80d153bd50d8,0031-0522,2658-2899,Poland,No,No,,,310522,26582899,
Phytopathologia Mediterranea,https://oajournals.fupress.net/index.php/pm/oai?verb=Identify,https://doaj.org/toc/f355ac7542e34b848e59bfbf4988766d,0031-9465,1593-2095,Italy,Yes,No,,,319465,15932095,
Prismet,https://journals.uio.no/prismet/oai?verb=Identify,https://doaj.org/toc/91b420803cbe4eaca2a4a81c05d47989,0032-8847,2535-311X,Norway,Yes,No,,,328847,2535311X,
Przegląd Spawalnictwa,http://www.pspaw.pl/index.php/pspaw/oai?verb=Identify,https://doaj.org/toc/25232cd0d54a4dd299197347a3ebb17c,0033-2364,2449-7959,Poland,No,No,,,332364,24497959,
Revista Brasileira de Estudos Políticos,https://pos.direito.ufmg.br/rbep/index.php/rbep/oai?verb=Identify,https://doaj.org/toc/4f2194242a194b22b2061bc6286fac61,0034-7191,2359-5736,Brazil,No,No,,,347191,23595736,
Revista Colombiana de Obstetricia y Ginecología,https://revista.fecolsog.org/index.php/rcog/oai?verb=Identify,https://doaj.org/toc/cb02e50afc4c4853a80a07fceb6f2154,0034-7434,2463-0225,Colombia,No,No,,,347434,24630225,
Revista de Economía y Estadística,https://revistas.unc.edu.ar/index.php/REyE/oai?verb=Identify,https://doaj.org/toc/dd0b436ef9cd4de8b19b1d707bd90fa7,0034-8066,2451-7321,Argentina,No,No,,,348066,24517321,
Revista de Neuro-Psiquiatría,https://revistas.upch.edu.pe/index.php/RNP/about/oai?verb=Identify,https://doaj.org/toc/623b15de598d48459a5ea6c4636d9ae9,0034-8597,1609-7394,Peru,No,No,,,348597,16097394,
Revista Española de Derecho Canónico,https://revistas.upsa.es/index.php/derechocanonico/oai?verb=Identify,https://doaj.org/toc/eba875f4df9c41ed96550546cf8301e5,0034-9372,2660-9541,Spain,No,No,,,349372,26609541,
Interamerican Journal of Psychology,https://journal.sipsych.org/index.php/IJP/oai?verb=Identify,https://doaj.org/toc/ac4e7e26955844bc8fe99832b27a2b31,0034-9690,,United States,No,No,,,349690,,
Revue d’Elevage et de Médecine Vétérinaire des Pays Tropicaux,http://revues.cirad.fr/index.php/REMVT//oai?verb=Identify,https://doaj.org/toc/2f50be8c6e284e91aeb1cd22105356bf,0035-1865,1951-6711,France,No,No,,,351865,19516711,
Rivista Italiana di Ornitologia - Research in Ornithology,http://sisn.pagepress.org/index.php/rio/oai?verb=Identify,https://doaj.org/toc/e7ab5cf2ec8245f6961f021da4a5d051,0035-6875,2385-0833,Italy,No,No,,,356875,23850833,
Rivista Italiana di Paleontologia e Stratigrafia,http://riviste.unimi.it/index.php/RIPS/oai?verb=Identify,https://doaj.org/toc/07f42843cf12478e9d3929179db75040,0035-6883,2039-4942,Italy,No,No,,,356883,20394942,
Ruch Filozoficzny,http://apcz.umk.pl/czasopisma/index.php/RF/oai?verb=Identify,https://doaj.org/toc/cef36d44d45d4e4e92f41e31b9375be3,0035-9599,,Poland,No,No,,,359599,,
Social Work/Maatskaplike Werk,https://socialwork.journals.ac.za/pub/oai?verb=Identify,https://doaj.org/toc/975b16acedfe4d3d80e584f5c4c27a75,0037-8054,2312-7198,South Africa,Yes,No,,,378054,23127198,
Terra,https://terra.journal.fi/oai?verb=Identify,https://doaj.org/toc/d006c30e747d4d1e97326dcd66efaf06,0040-3741,2736-9331,Finland,No,Yes,,,403741,27369331,
مجلة كلية الطب,http://iqjmc.uobaghdad.edu.iq/index.php/19JFacMedBaghdad36/oai?verb=Identify,https://doaj.org/toc/c5e43c4959034becafa36f49a8055437,0041-9419,2410-8057,Iraq,Yes,No,,,419419,24108057,
Vojnotehnički Glasnik,http://www.vtg.mod.gov.rs/index-e.html/oai?verb=Identify,https://doaj.org/toc/0310c0550a134f2ba6a53e54ab177224,0042-8469,2217-4753,Serbia,No,No,,,428469,22174753,
American Studies in Scandinavia,https://rauli.cbs.dk/index.php/assc/oai?verb=Identify,https://doaj.org/toc/1ed06f68eec44074ac866b38ad0b1359,0044-8060,,Denmark,No,No,,,448060,,
Egyptian Journal of Genetics and Cytology,http://journal.esg.net.eg/index.php/EJGC/oai?verb=Identify,https://doaj.org/toc/bb2eb0fe69274390a2ee03d7c57f2bd7,0046-161X,,Egypt,Yes,Yes,,,0046161X,,
Fontes Linguae Vasconum,https://revistas.navarra.es/index.php/FLV//oai?verb=Identify,https://doaj.org/toc/e836c24d6fce47938f665268d13f7d5b,0046-435X,2530-5832,Spain,No,No,,,0046435X,25305832,
New Zealand Journal of Forestry Science,https://nzjforestryscience.nz/index.php/nzjfs/oai?verb=Identify,https://doaj.org/toc/a62fad5f57854d2ca81d5498f56a99b5,0048-0134,1179-5395,New Zealand,No,No,,,480134,11795395,
Acta ad Archaeologiam et Artium Historiam Pertinentia,https://journals.uio.no/acta/oai?verb=Identify,https://doaj.org/toc/cd70130d14df41c6be27419a790ff881,0065-0900,2611-3686,Norway,No,No,,,650900,26113686,
Acta Agrobotanica,https://pbsociety.org.pl/journals/index.php/aa/oai?verb=Identify,https://doaj.org/toc/c862c14ae7f042b48bb001df939e0b73,0065-0951,2300-357X,Poland,Yes,No,,,650951,2300357X,
Acta Baltico-Slavica,https://ispan.waw.pl/journals/index.php/abs/oai?verb=Identify,https://doaj.org/toc/3178a6cc57c64342b2d3d0e1e30bed77,0065-1044,2392-2389,Poland,No,No,,,651044,23922389,
Archiwum Kryminologii,http://czasopisma.inp.pan.pl/index.php/ak/oai?verb=Identify,https://doaj.org/toc/1e871b1dc3b94d96a78cb8ba02e54678,0066-6890,,Poland,No,No,,,666890,,
Arquivos de Zoologia,https://www.revistas.usp.br/azmz/oai?verb=Identify,https://doaj.org/toc/9e11ff44da1f42a689a711ad13005a1d,0066-7870,2176-7793,Brazil,No,No,,,667870,21767793,
Iheringia: Série Botânica,http://isb.emnuvens.com.br/iheringia/oai?verb=Identify,https://doaj.org/toc/f2b02cedd8b9411683b8d296b21cb0e3,0073-4705,,Brazil,No,No,,,734705,,
Kasmera,http://produccioncientificaluz.org/index.php/kasmera/oai?verb=Identify,https://doaj.org/toc/2f8bc3ddf23a47a6ae403967696ca40b,0075-5222,2477-9628,Venezuela Bolivarian Republic of,No,No,,,755222,24779628,
Koedoe: African Protected Area Conservation and Science,https://koedoe.co.za/index.php/koedoe/oai?verb=Identify,https://doaj.org/toc/c0ba84ca76904831a0a96bd946c4ba34,0075-6458,2071-0771,South Africa,Yes,Yes,,,756458,20710771,
Łódzkie Studia Etnograficzne,http://apcz.umk.pl/czasopisma/index.php/LSE/oai?verb=Identify,https://doaj.org/toc/fa56528970484c17b0f1d94b5fb328d3,0076-0382,2450-5544,Poland,No,No,,,760382,24505544,
Revista Cartográfica,https://www.revistasipgh.org/index.php/rcar/oai?verb=Identify,https://doaj.org/toc/07c99994a36545b99dbfb4893310ec96,0080-2085,2663-3981,Chile,No,No,,,802085,26633981,
Slavia Antiqua,https://pressto.amu.edu.pl/index.php/sla/oai?verb=Identify,https://doaj.org/toc/d49a920a07c742f586ec6a5cfa23dac6,0080-9993,2545-0212,Poland,No,No,,,809993,25450212,
Studia z Filologii Polskiej i Słowiańskiej,https://ispan.waw.pl/journals/index.php/sfps/oai?verb=Identify,https://doaj.org/toc/498fcd1c83944d78ae7f64a09ad5f314,0081-7090,2392-2435,Poland,No,No,,,817090,23922435,
Antarctic Record,http://www.nipr.ac.jp/library/en/ar/index.html/oai?verb=Identify,https://doaj.org/toc/0e27f72cff1b45fcb5a8884a0e8975ab,0085-7289,2432-079X,Japan,No,No,,,857289,2432079X,
Navigator,http://www.revistanavigator.com.br/index.html/oai?verb=Identify,https://doaj.org/toc/b3662506bfe84e6fbc354eb828048255,0100-1248,,Brazil,No,No,,,1001248,,
Revista de Medicina da UFC,http://periodicos.ufc.br/revistademedicinadaufc/oai?verb=Identify,https://doaj.org/toc/4227c99026704fe3b841ee9dca987a54,0100-1302,2447-6595,Brazil,No,No,,,1001302,24476595,
Ciência da Informação,http://revista.ibict.br/ciinf/oai?verb=Identify,https://doaj.org/toc/56544050342240648b12f2a0a40ece89,0100-1965,1518-8353,Brazil,No,No,,,1001965,15188353,
Brazilian Journal of Veterinary Medicine,http://rbmv.org/index.php/BJVM/oai?verb=Identify,https://doaj.org/toc/47ed272690ff4279ae8e19e879b41f30,0100-2430,2527-2179,Brazil,Yes,No,,,1002430,25272179,
Revista do Instituto de Latícinios Cândido Tostes,http://www.revistadoilct.com.br/rilct/oai?verb=Identify,https://doaj.org/toc/56fdbac6e0a44543841dd4a6716d5f11,0100-3674,2238-6416,Brazil,No,No,,,1003674,22386416,
Eclética Química,http://revista.iq.unesp.br/ojs/index.php/ecletica//oai?verb=Identify,https://doaj.org/toc/daf4a57a0c1c4f9dbdd7a76d8b345efc,0100-4670,1678-4618,Brazil,No,No,,,1004670,16784618,
Signo,http://online.unisc.br/seer/index.php/signo/oai?verb=Identify,https://doaj.org/toc/043bf156bbe0457b9761677b5dfd6568,0101-1812,1982-2014,Brazil,No,No,,,1011812,19822014,
Comunicação & Sociedade,https://www.metodista.br/revistas/revistas-ims/index.php/CSO/oai?verb=Identify,https://doaj.org/toc/52b90f984c8d41f8b31f3c1ec6f06806,0101-2657,2175-7755,Brazil,No,No,,,1012657,21757755,
Estudos Teológicos,http://www.est.edu.br/periodicos/index.php/estudos_teologicos/oai?verb=Identify,https://doaj.org/toc/7b0eb35ad0b3454d9bc89698de02ad57,0101-3130,2237-6461,Brazil,No,No,,,1013130,22376461,
Revista Águas Subterrâneas,https://aguassubterraneas.abas.org/asubterraneas/oai?verb=Identify,https://doaj.org/toc/7371814f1cd149ec875079614ad8286a,0101-7004,2179-9784,Brazil,No,No,,,1017004,21799784,
Revista Tecnologia,https://periodicos.unifor.br/tec/oai?verb=Identify,https://doaj.org/toc/563e53f2a3d2411bbac2d53056afea17,0101-8191,2318-0730,Brazil,No,No,,,1018191,23180730,
Uniletras,https://revistas2.uepg.br/index.php/uniletras/oai?verb=Identify,https://doaj.org/toc/dfc014c84b44416bba2c459eb2872b3e,0101-8698,1983-3431,Brazil,No,No,,,1018698,19833431,
Educação (UFSM),http://periodicos.ufsm.br/index.php/reveducacao/oai?verb=Identify,https://doaj.org/toc/67ab3686c644415fbffd03c729f8538c,0101-9031,1984-6444,Brazil,No,No,,,1019031,19846444,
Sequência: Estudos Juridicos e Politicos,http://periodicos.ufsc.br/index.php/sequencia/oai?verb=Identify,https://doaj.org/toc/dddab17e4b324dfeb08a3864102884e2,0101-9562,2177-7055,Brazil,No,No,,,1019562,21777055,
Anuário do Instituto de Geociências,https://revistas.ufrj.br/index.php/aigeo/oai?verb=Identify,https://doaj.org/toc/89f64fbd69e849b392935b2d6fe45843,0101-9759,1982-3908,Brazil,No,No,,,1019759,19823908,
Revista Educação em Debate,http://www.periodicosfaced.ufc.br/index.php/educacaoemdebate/oai?verb=Identify,https://doaj.org/toc/8e0906d885da4dc08bd23c52ceebb0d1,0102-1117,2526-0847,Brazil,No,No,,,1021117,25260847,
Revista de Homeopatia,http://www.aph.org.br/revista/index.php/aph/oai?verb=Identify,https://doaj.org/toc/00e18ebf4d7046ddbc9742a317566f66,0102-227X,2175-3105,Brazil,No,No,,,0102227X,21753105,
Perspectiva Teológica,https://www.faje.edu.br/periodicos/index.php/perspectiva/oai?verb=Identify,https://doaj.org/toc/0f51653a68d14ad88675d5331e7dd8e9,0102-4469,2176-8757,Brazil,No,No,,,1024469,21768757,
O Eixo e a Roda: Revista de Literatura Brasileira,http://www.periodicos.letras.ufmg.br/index.php/o_eixo_ea_roda/oai?verb=Identify,https://doaj.org/toc/962837fa8ed044c2bb9e54a19bd8c4b3,0102-4809,2358-9787,Brazil,No,No,,,1024809,23589787,
Revista Baiana de Enfermagem,https://periodicos.ufba.br/index.php/enfermagem/oai?verb=Identify,https://doaj.org/toc/2ee387233167411aa66b8a50b7eb2874,0102-5430,2178-8650,Brazil,Yes,Yes,,,1025430,21788650,
Perspectiva,https://periodicos.ufsc.br/index.php/perspectiva/oai?verb=Identify,https://doaj.org/toc/8bd1ed4133964fef844b7423728e039b,0102-5473,2175-795X,Brazil,No,No,,,1025473,2175795X,
Cadernos de Estudos Lingüísticos,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/oai?verb=Identify,https://doaj.org/toc/181033faa2fd4e11bfc562751d68a11b,0102-5767,2447-0686,Brazil,No,No,,,1025767,24470686,
Distúrbios da Comunicação,https://revistas.pucsp.br/index.php/dic/oai?verb=Identify,https://doaj.org/toc/6a9341ed300d47f284c9b93c873bcc3a,0102-762X,2176-2724,Brazil,No,No,,,0102762X,21762724,
Revista Educação em Questão,http://www.periodicos.ufrn.br/educacaoemquestao/oai?verb=Identify,https://doaj.org/toc/83461710e149463fadccd41a824f73fa,0102-7735,1981-1802,Brazil,No,No,,,1027735,19811802,
Contexto & Educação,https://www.revistas.unijui.edu.br/index.php/contextoeducacao/oai?verb=Identify,https://doaj.org/toc/d57d4a15022e4135b49b75458dc7af4d,0102-8758,2179-1309,Brazil,Yes,No,,,1028758,21791309,
Revista Sociais e Humanas,https://periodicos.ufsm.br/sociaisehumanas/oai?verb=Identify,https://doaj.org/toc/04f8e793ebb94680b2aa32008fe3a5ed,0103-0620,2317-1758,Brazil,No,No,,,1030620,23171758,
Verso e Reverso,http://revistas.unisinos.br/index.php/versoereverso/oai?verb=Identify,https://doaj.org/toc/e471b5ea100a484f9a86e36998c12846,0103-1414,1806-6925,Brazil,No,No,,,1031414,18066925,
Revista Sociedade & Natureza,http://www.seer.ufu.br/index.php/sociedadenatureza/oai?verb=Identify,https://doaj.org/toc/f9ce6ed2a51b47809367fcdd67c4f10a,0103-1570,1982-4513,Brazil,No,No,,,1031570,19824513,
Remate de Males,http://periodicos.sbu.unicamp.br/ojs/index.php/remate/oai?verb=Identify,https://doaj.org/toc/37bb5d578a7a4167b86046be1eb75129,0103-183X,2316-5758,Brazil,No,No,,,0103183X,23165758,
Teocomunicação,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/oai?verb=Identify,https://doaj.org/toc/ac84b7487b69464491ce6d973053a5c7,0103-314X,1980-6736,Brazil,No,No,,,0103314X,19806736,
Revista Juridica,http://revista.unicuritiba.edu.br/index.php/RevJur/oai?verb=Identify,https://doaj.org/toc/d2afde079f3a4af58c0a192d290f3471,0103-3506,2316-753X,Brazil,No,No,,,1033506,2316753X,
Geosul,https://periodicos.ufsc.br/index.php/geosul/oai?verb=Identify,https://doaj.org/toc/6b65d06bdd5049dfaea443f9f619bb05,0103-3964,2177-5230,Brazil,No,No,,,1033964,21775230,
DST,https://www.bjstd.org/revista/oai?verb=Identify,https://doaj.org/toc/c860750e4e7a4160909c7bcde8a6eb12,0103-4065,2177-8264,Brazil,No,No,,,1034065,21778264,
Alimentos e Nutrição,http://serv-bib.fcfar.unesp.br/seer/index.php/alimentos/oai?verb=Identify,https://doaj.org/toc/4ef0eec65eed4332ab741d7da6801cc6,0103-4235,2179-4448,Brazil,No,No,,,1034235,21794448,
Fisioterapia em Movimento,https://periodicos.pucpr.br/index.php/fisio/oai?verb=Identify,https://doaj.org/toc/50b86fc4c0614cfd85c040721681f395,0103-5150,1980-5918,Brazil,Yes,No,,,1035150,19805918,
Psico,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/oai?verb=Identify,https://doaj.org/toc/1f35bd71581447da995ff1d7c12d0d7d,0103-5371,1980-8623,Brazil,No,No,,,1035371,19808623,
Leitura,http://www.seer.ufal.br/index.php/revistaleitura/oai?verb=Identify,https://doaj.org/toc/4c69f0e79c464d82b66aa7d432000b66,0103-6858,2317-9945,Brazil,No,No,,,1036858,23179945,
Revista Espaço,http://www.ines.gov.br/seer/index.php/revista-espaco/oai?verb=Identify,https://doaj.org/toc/052bd6b5985f44f4b0a650ab67c7907a,0103-7668,2525-6203,Brazil,No,No,,,1037668,25256203,
Estudos de Religião,https://www.metodista.br/revistas/revistas-ims/index.php/ER/oai?verb=Identify,https://doaj.org/toc/e967d614ff144337afbe3989abacebb8,0103-801X,2176-1078,Brazil,No,No,,,0103801X,21761078,
Caderno de Geografia,http://periodicos.pucminas.br/index.php/geografia/oai?verb=Identify,https://doaj.org/toc/cb7873ece3ce4a40b13e69cbdaa20fed,0103-8427,2318-2962,Brazil,No,No,,,1038427,23182962,
Ciência Agrícola,http://www.seer.ufal.br/index.php/revistacienciaagricola/oai?verb=Identify,https://doaj.org/toc/960e780b65dc4d479656deaa6aad880f,0103-8699,2447-3383,Brazil,No,No,,,1038699,24473383,
Reflexão & Ação,http://online.unisc.br/seer/index.php/reflex/oai?verb=Identify,https://doaj.org/toc/b3ed6218c6464ff2baf3f52510d432fd,0103-8842,1982-9949,Brazil,No,No,,,1038842,19829949,
Direito em Debate,https://www.revistas.unijui.edu.br/index.php/revistadireitoemdebate/oai?verb=Identify,https://doaj.org/toc/dae6fd898c4b4c98ac9d827bcceb8e04,0103-9040,2176-6622,Brazil,Yes,No,,,1039040,21766622,
Ciência Florestal,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/oai?verb=Identify,https://doaj.org/toc/825c645dbe0b4109bed25087a9f2bfa3,0103-9954,1980-5098,Brazil,Yes,Yes,,,1039954,19805098,
Revista de Cultura Teologica,http://revistas.pucsp.br/index.php/culturateo/issue/current/oai?verb=Identify,https://doaj.org/toc/261ca25543f44279935e417c877db16e,0104-0529,2317-4307,Brazil,No,No,,,1040529,23174307,
Revista Teoria e Evidência Econômica,http://seer.upf.br/index.php/rtee/oai?verb=Identify,https://doaj.org/toc/ad3177a2f9f645e7b3fa2a023c61cd59,0104-0960,2318-8448,Brazil,No,No,,,1040960,23188448,
Revista Temas em Educação,https://periodicos.ufpb.br/index.php/rteo/oai?verb=Identify,https://doaj.org/toc/5ef3429ec66c4417a4b983064f0fa619,0104-2777,2359-7003,Brazil,No,No,,,1042777,23597003,
Revista Enfermagem UERJ,https://www.e-publicacoes.uerj.br/index.php/enfermagemuerj/oai?verb=Identify,https://doaj.org/toc/d1b1a911ff4c44f2b9b1a425e702f1cd,0104-3552,2764-6149,Brazil,Yes,Yes,,,1043552,27646149,
Estudos em Design,https://estudosemdesign.emnuvens.com.br/design/oai?verb=Identify,https://doaj.org/toc/55ca2d7f49994fba97e4cad8d9229cb1,0104-4249,1983-196X,Brazil,No,Yes,,,1044249,1983196X,
Revista de Filosofia,https://periodicos.pucpr.br/index.php/aurora//oai?verb=Identify,https://doaj.org/toc/e5d9cdeb628646b786b3249739a6a72d,0104-4443,1980-5934,Brazil,No,No,,,1044443,19805934,
Revista de Educação Pública,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/oai?verb=Identify,https://doaj.org/toc/abe8b6ed882049349be91e7e05e548a3,0104-5962,2238-2097,Brazil,No,No,,,1045962,22382097,
